Unnamed: 0,随机元素,Unnamed: 2,作答时长(毫秒),请选择您的年龄范围,作答时长(毫秒).1,您的最高学历是？,作答时长(毫秒).2,您主要获取健康信息的渠道是哪些？-医院/诊所就医,您主要获取健康信息的渠道是哪些？-社交媒体（如微信、微博、抖音、小红书等）,您主要获取健康信息的渠道是哪些？-搜索引擎（如百度、搜狗、必应）,您主要获取健康信息的渠道是哪些？-电视节目,您主要获取健康信息的渠道是哪些？-书籍报刊杂志,您主要获取健康信息的渠道是哪些？-亲友交流,您主要获取健康信息的渠道是哪些？-专业论坛,您主要获取健康信息的渠道是哪些？-其他，请注明：_________,作答时长(毫秒).3,请阅读以下健康信息并回答问题。如果被烫伤了，有些土办法处理起来效果非常好，比如牙膏、酱油等，相比去医院，治疗烫伤这些偏方可能有奇效。,作答时长(毫秒).112,您是否曾见过包含以上内容的信息？.20,作答时长(毫秒).113,您认为这条信息的可信度如何？.4,作答时长(毫秒).114,如果您在社交媒体上看到此类信息，您会传播吗？.3,作答时长(毫秒).115,本题检测是否真人作答.4,作答时长(毫秒).116,您认为使用偏方应对烫伤会有用吗？,作答时长(毫秒).117,您认为这些土办法会对健康造成危害吗？,作答时长(毫秒).118,观看以下信息并回答问题.17,作答时长(毫秒).123,您是否曾见过包含以上内容的信息？.22,作答时长(毫秒).124,您认为这条健康信息的可信度如何？.17,作答时长(毫秒).125,您是否愿意分享该健康信息？.21,作答时长(毫秒).126,请回顾初始健康信息并回答问题。如果被烫伤了，有些土办法处理起来效果非常好，比如牙膏、酱油等，相比去医院，治疗烫伤这些偏方可能有奇效。,作答时长(毫秒).135,您现在认为这条信息的可信度如何？.1,作答时长(毫秒).136,您是否愿意分享该健康信息？.24,作答时长(毫秒).137,观看信息前后，您的观点是否发生变化？.4,作答时长(毫秒).138
258.0,谣言信息5展示,辟谣5b,14713,31-40岁,552,高中/中专,549,0,0,1,1,0,1,1,0,1561,1,1000,是,5424,7,550,6,1047,非常不满意,1056,7,6155,7,1043,1,1000,是,21092,6,535,6,1049,1,1000,6,6088,6,1042,完全没有变化，仍然相信,6082
277.0,谣言信息5展示,辟谣5b,14700,31-40岁,553,硕士及以上,540,0,1,0,1,1,0,1,0,1586,1,1000,是,5415,6,548,6,1041,非常不满意,1060,6,6150,6,1035,1,1000,是,21095,6,535,6,1044,1,1000,6,6100,6,1041,完全没有变化，仍然相信,6115
289.0,谣言信息5展示,辟谣5b,14677,18-30岁,544,高中/中专,557,1,1,0,1,1,0,0,0,1561,1,1000,是,5417,7,548,7,1043,非常不满意,1056,6,6147,6,1040,1,1000,是,21093,6,552,6,1047,1,1000,6,6086,6,1045,完全没有变化，仍然相信,6098
319.0,谣言信息5展示,辟谣5b,13344,41-50岁,546,本科,545,1,1,0,0,0,1,0,0,1238,1,1000,是,5414,7,545,7,1038,非常不满意,1049,6,6159,7,1067,1,1000,是,21082,6,545,6,1044,1,1000,6,6080,6,1047,完全没有变化，仍然相信,6095
341.0,谣言信息5展示,辟谣5b,14260,31-40岁,546,初中及以下,549,0,1,1,1,1,1,1,0,2243,1,1000,是,5391,7,539,7,1038,非常不满意,1062,7,6142,6,1046,1,1000,是,21101,7,529,7,1034,1,1000,6,6093,6,1038,完全没有变化，仍然相信,6104
345.0,谣言信息5展示,辟谣5b,15437,31-40岁,556,初中及以下,551,0,0,1,0,1,1,1,0,1569,1,1000,是,5418,7,540,7,1042,非常不满意,1066,7,6148,7,1042,1,1000,是,21102,7,547,6,1038,1,1000,7,6087,7,1042,完全没有变化，仍然相信,6091
358.0,谣言信息5展示,辟谣5b,14499,41-50岁,538,硕士及以上,551,1,1,1,1,0,0,1,0,1954,1,1000,是,5399,7,547,6,1049,非常不满意,1064,6,6133,6,1039,1,1000,是,21089,6,549,6,1039,1,1000,6,6080,6,1036,完全没有变化，仍然相信,6087
388.0,谣言信息5展示,辟谣5b,7420,31-40岁,9723,高中/中专,3864,0,1,0,0,0,0,0,0,956,1,1000,是,7835,5,777,3,538,非常不满意,1626,6,14509,4,469,1,1000,是,2188,6,784,4,402,1,1000,6,2249,5,365,有些动摇，但仍倾向相信,1588
391.0,谣言信息5展示,辟谣5b,608,18-30岁,248,本科,1460,0,0,1,0,0,0,0,0,1220,1,1000,是,1999,7,318,5,335,非常不满意,1234,7,2408,6,206,1,1000,是,1054,6,751,7,205,1,1000,7,2027,5,273,有些动摇，但仍倾向相信,878
407.0,谣言信息5展示,辟谣5b,762,31-40岁,1183,硕士及以上,1330,0,1,0,0,0,0,0,0,927,1,1000,是,2958,7,1790,7,339,非常不满意,1369,7,3882,7,733,1,1000,是,1641,7,549,7,315,1,1000,7,2976,7,284,完全没有变化，仍然相信,1173
449.0,谣言信息5展示,辟谣5b,1554,31-40岁,338,高中/中专,947,0,0,1,0,1,0,0,0,1030,1,1000,是,3358,5,412,4,416,非常不满意,1219,7,3284,5,320,1,1000,是,1372,4,405,4,1180,1,1000,5,2269,4,222,观点发生明显变化，现在不太相信,1273
451.0,谣言信息5展示,辟谣5b,2234,31-40岁,546,高中/中专,967,0,1,1,0,0,0,0,0,1339,1,1000,是,3386,4,521,7,6203,非常不满意,585,5,370,5,4006,1,1000,是,1843,3,1170,5,358,1,1000,4,2756,5,432,,
456.0,谣言信息5展示,辟谣5b,6727,18-30岁,247,高中/中专,824,0,0,1,0,1,0,0,0,985,1,1000,是,3052,5,2048,3,923,非常不满意,1631,5,6215,7,334,1,1000,否,996,4,1624,4,228,1,1000,5,2164,4,372,有些动摇，但仍倾向相信,1167
470.0,谣言信息5展示,辟谣5b,1226,18-30岁,488,高中/中专,1267,0,0,1,0,0,0,0,0,1946,1,1000,是,4524,7,1467,5,347,非常不满意,2370,7,3678,6,628,1,1000,否,2208,4,769,4,471,1,1000,6,2301,5,271,观点发生明显变化，现在不太相信,1367
474.0,谣言信息5展示,辟谣5b,964,41-50岁,1115,高中/中专,1480,0,0,1,1,0,0,0,0,4874,1,1000,是,9547,5,1573,3,571,非常不满意,3876,6,8162,4,220,1,1000,是,1404,5,1072,3,329,1,1000,3,2972,5,272,有些动摇，但仍倾向相信,3211
494.0,谣言信息5展示,辟谣5b,18727,41-50岁,616,初中及以下,601,0,1,0,1,1,0,0,0,2801,1,1000,是,6235,2,590,3,1100,非常不满意,1117,2,5666,4,1085,1,1000,是,6201,3,571,4,1092,1,1000,5,6198,3,1098,,
500.0,谣言信息5展示,辟谣5b,20496,60岁以上,597,硕士及以上,598,1,1,0,1,1,1,0,0,4990,1,1000,是,6232,7,620,4,1105,非常不满意,1076,4,5678,4,1084,1,1000,是,6212,3,612,4,1073,1,1000,4,6168,2,1076,完全没有变化，仍然相信,6178
515.0,谣言信息5展示,辟谣5b,19620,60岁以上,604,硕士及以上,588,0,1,1,1,1,0,0,0,3884,1,1000,是,6245,4,640,3,1118,非常不满意,1068,3,5687,5,1096,1,1000,是,6173,5,591,4,1077,1,1000,1,6228,4,1063,,
527.0,谣言信息5展示,辟谣5b,19448,51-60岁,601,高中/中专,569,1,1,0,0,1,0,0,0,2747,1,1000,是,6234,5,590,5,1079,非常不满意,1075,5,5691,5,1093,1,1000,是,6180,4,570,5,1076,1,1000,5,6176,4,1082,完全没有变化，仍然相信,6150
530.0,谣言信息5展示,辟谣5b,18627,41-50岁,607,高中/中专,615,0,0,1,0,1,1,1,0,3880,1,1000,是,6209,7,617,7,1116,非常不满意,1115,6,5686,7,1082,1,1000,是,6219,6,586,4,1074,1,1000,6,6208,5,1090,观点发生明显变化，现在不太相信,6198
533.0,谣言信息5展示,辟谣5b,19684,31-40岁,610,初中及以下,610,1,0,1,1,1,0,1,0,4953,1,1000,是,6254,2,626,2,1083,非常不满意,1088,3,5694,3,1089,1,1000,是,6209,7,603,4,1084,1,1000,5,6200,6,1101,,
539.0,谣言信息5展示,辟谣5b,19932,18-30岁,600,本科,593,0,1,0,1,1,0,0,0,2742,1,1000,是,6221,4,582,3,1090,非常不满意,1086,3,5712,4,1089,1,1000,是,6182,2,603,4,1087,1,1000,7,6169,3,1066,,
560.0,谣言信息5展示,辟谣5b,19181,18-30岁,605,本科,609,1,1,1,1,0,1,0,0,4916,1,1000,是,6245,3,633,4,1081,非常不满意,1079,4,5695,6,1111,1,1000,是,6206,5,594,4,1082,1,1000,2,6215,3,1077,,
604.0,谣言信息5展示,辟谣5b,20227,41-50岁,650,高中/中专,581,1,0,1,1,1,1,1,0,5934,1,1000,是,6164,4,572,2,1077,非常不满意,1066,4,5677,3,1075,1,1000,是,6566,5,702,3,1091,1,1000,3,6225,3,1079,,
667.0,谣言信息5展示,辟谣5b,19853,18-30岁,571,硕士及以上,573,1,1,1,0,0,0,1,0,3760,1,1000,是,6184,2,572,2,1070,非常不满意,1062,2,5653,5,1071,1,1000,是,6178,3,592,2,1078,1,1000,4,6140,4,1058,,
684.0,谣言信息5展示,辟谣5b,19754,31-40岁,580,高中/中专,582,1,0,1,0,1,1,0,0,3858,1,1000,是,6194,7,586,7,1064,非常不满意,1081,6,5663,6,1088,1,1000,是,6208,6,767,7,1094,1,1000,7,6245,7,1070,完全没有变化，仍然相信,6153
688.0,谣言信息5展示,辟谣5b,19852,31-40岁,570,硕士及以上,572,1,1,1,0,1,0,1,0,4918,1,1000,是,6194,6,597,5,1077,非常不满意,1078,4,5664,3,1092,1,1000,是,6184,5,576,4,1091,1,1000,5,6143,5,1064,观点发生明显变化，现在不太相信,6237
693.0,谣言信息5展示,辟谣5b,19792,41-50岁,589,高中/中专,587,0,1,1,0,0,1,1,0,4161,1,1000,是,6198,7,577,5,1075,非常不满意,1092,4,5667,3,1117,1,1000,是,6182,3,573,2,1080,1,1000,4,6176,2,1064,有些动摇，但仍倾向相信,6131
700.0,谣言信息5展示,辟谣5b,19744,31-40岁,571,初中及以下,582,1,1,0,1,1,0,0,0,3833,1,1000,是,6189,6,607,5,1083,非常不满意,1079,4,5681,6,1080,1,1000,是,6190,7,568,6,1079,1,1000,4,6138,2,1073,有些动摇，但仍倾向相信,6155
720.0,谣言信息5展示,辟谣5b,19509,51-60岁,581,本科,576,1,0,1,0,1,0,1,0,3768,1,1000,是,6182,1,584,3,1092,非常不满意,1087,5,5668,3,1083,1,1000,是,6231,6,596,5,1094,1,1000,5,6158,6,1079,,
737.0,谣言信息5展示,辟谣5b,19679,31-40岁,577,初中及以下,593,1,1,0,1,1,0,1,0,4839,1,1000,是,6201,7,596,7,1070,非常不满意,1084,6,5639,6,1076,1,1000,是,6167,6,579,6,1082,1,1000,6,6156,6,1097,完全改变观点，现在完全不相信,6155
767.0,谣言信息5展示,辟谣5b,19756,41-50岁,657,硕士及以上,565,1,0,1,1,1,0,1,0,4877,1,1000,是,6186,7,580,7,1071,非常不满意,1077,7,5657,7,1076,1,1000,是,6191,6,563,6,1061,1,1000,6,6165,6,1071,观点发生明显变化，现在不太相信,6159
768.0,谣言信息5展示,辟谣5b,7005,41-50岁,578,硕士及以上,590,1,0,0,1,1,1,1,0,4881,1,1000,是,6222,3,596,3,1083,非常不满意,1077,3,5658,4,1079,1,1000,是,6192,3,568,3,1060,1,1000,4,6168,3,1067,,
779.0,谣言信息5展示,辟谣5b,20634,18-30岁,582,高中/中专,661,1,0,1,1,1,1,1,0,5885,1,1000,是,6197,6,575,6,1067,非常不满意,1063,6,5621,6,1071,1,1000,是,6162,7,577,7,1073,1,1000,7,6141,6,1061,完全改变观点，现在完全不相信,6146
781.0,谣言信息5展示,辟谣5b,19857,60岁以上,610,高中/中专,556,0,1,0,0,0,1,1,0,2705,1,1000,是,6202,6,570,6,1076,非常不满意,1071,6,5648,6,1065,1,1000,是,6144,7,564,7,1076,1,1000,6,6169,6,1068,完全改变观点，现在完全不相信,6145
798.0,谣言信息5展示,辟谣5b,19698,60岁以上,590,高中/中专,559,0,1,0,1,1,1,1,0,5063,1,1000,是,6188,6,595,6,1085,非常不满意,1070,6,5686,6,1080,1,1000,是,6176,6,608,6,1077,1,1000,6,6133,6,1071,有些动摇，但仍倾向相信,6165
805.0,谣言信息5展示,辟谣5b,19154,18-30岁,605,初中及以下,605,1,0,1,1,1,0,1,0,4912,1,1000,是,6264,7,600,7,1102,非常不满意,1079,7,5645,7,1083,1,1000,是,6187,7,594,6,1077,1,1000,7,6160,6,1076,观点发生明显变化，现在不太相信,6174
807.0,谣言信息5展示,辟谣5b,19531,60岁以上,592,本科,581,1,1,0,0,1,1,1,0,4962,1,1000,是,6267,5,596,4,1089,非常不满意,1060,4,5658,4,1112,1,1000,是,6195,3,582,5,1081,1,1000,5,6162,5,1075,完全改变观点，现在完全不相信,6130
835.0,谣言信息5展示,辟谣5b,19505,18-30岁,602,高中/中专,605,1,0,1,1,0,0,1,0,3774,1,1000,是,6195,6,601,6,1105,非常不满意,1081,6,5666,6,1083,1,1000,是,6171,7,598,7,1090,1,1000,7,6191,6,1080,完全改变观点，现在完全不相信,6188
840.0,谣言信息5展示,辟谣5b,19828,18-30岁,594,硕士及以上,602,1,0,1,0,1,0,1,0,3887,1,1000,是,6215,2,600,7,1073,非常不满意,1103,7,5706,5,1090,1,1000,是,6194,4,581,4,1064,1,1000,5,6174,4,1077,,
843.0,谣言信息5展示,辟谣5b,1288,31-40岁,79818,本科,51177,0,1,0,0,0,0,0,0,654,1,1000,是,39777,6,11984,6,732,非常不满意,24913,6,23977,7,785,1,1000,是,663,5,28081,7,936,1,1000,6,23472,7,577,有些动摇，但仍倾向相信,33910
844.0,谣言信息5展示,辟谣5b,1506,18-30岁,4770,硕士及以上,4393,1,1,1,0,0,0,0,0,9669,1,1000,是,10238,3,2439,1,3072,非常不满意,4097,3,9806,3,1317,1,1000,是,8705,4,2272,1,2021,1,1000,2,7411,1,1151,,
