Unnamed: 0,随机元素,Unnamed: 2,作答时长(毫秒),请选择您的年龄范围,作答时长(毫秒).1,您的最高学历是？,作答时长(毫秒).2,您主要获取健康信息的渠道是哪些？-医院/诊所就医,您主要获取健康信息的渠道是哪些？-社交媒体（如微信、微博、抖音、小红书等）,您主要获取健康信息的渠道是哪些？-搜索引擎（如百度、搜狗、必应）,您主要获取健康信息的渠道是哪些？-电视节目,您主要获取健康信息的渠道是哪些？-书籍报刊杂志,您主要获取健康信息的渠道是哪些？-亲友交流,您主要获取健康信息的渠道是哪些？-专业论坛,您主要获取健康信息的渠道是哪些？-其他，请注明：_________,作答时长(毫秒).3,以下是一个网络信息片段，请观看并回答问题,作答时长(毫秒).85,您是否曾见过包含以上内容的信息？.15,作答时长(毫秒).86,您认为这条信息的可信度如何？.3,作答时长(毫秒).87,如果您在社交媒体上看到此类信息，您会传播吗？.2,作答时长(毫秒).88,本题检测是否真人作答.3,作答时长(毫秒).89,您认为长期食用猪油可以给自己或身边人的健康带来正面影响吗？,作答时长(毫秒).90,您认为长期食用猪油可以给自己或身边人的健康带来多大好处？,作答时长(毫秒).91,观看以下信息并回答问题.12,作答时长(毫秒).92,您是否曾见过包含以上内容的信息？.16,作答时长(毫秒).93,您认为这条健康信息的可信度如何？.12,作答时长(毫秒).94,您是否愿意分享该健康信息？.15,作答时长(毫秒).95,请回顾初始健康信息并回答问题,作答时长(毫秒).108,您现在认为该健康信息的可信度如何？.2,作答时长(毫秒).109,您是否愿意分享该健康信息？.19,作答时长(毫秒).110,观看信息前后，您的观点是否发生变化？.3,作答时长(毫秒).111
162.0,谣言信息4展示,辟谣信息4a,13298,31-40岁,550,本科,556,0,0,1,0,1,1,0,0,1228,1,1000,是,5432,7,544,6,1040,非常不满意,1057,7,6145,6,1049,1,1000,是,21093,6,538,7,1043,1,1000,7,6089,7,1043,完全没有变化，仍然相信,6093
181.0,谣言信息4展示,辟谣信息4a,14734,31-40岁,559,硕士及以上,558,1,1,0,0,1,0,1,0,1594,1,1000,是,5427,7,544,7,1041,非常不满意,1048,7,6141,7,1042,1,1000,是,21106,7,534,7,1032,1,1000,6,6094,6,1039,完全没有变化，仍然相信,6092
202.0,谣言信息4展示,辟谣信息4a,14690,18-30岁,545,硕士及以上,552,0,1,1,1,0,1,1,0,1911,1,1000,是,5413,7,547,7,1044,非常不满意,1056,7,6144,6,1037,1,1000,是,21085,6,548,6,1044,1,1000,6,6078,6,1040,完全没有变化，仍然相信,6084
220.0,谣言信息4展示,辟谣信息4a,16088,31-40岁,539,高中/中专,552,1,1,0,0,1,0,0,0,1229,1,1000,是,5389,6,546,6,1039,非常不满意,1068,6,6188,6,1037,1,1000,是,21101,6,544,6,1040,1,1000,6,6081,6,1033,完全没有变化，仍然相信,6094
305.0,谣言信息4展示,辟谣信息4a,13958,51-60岁,555,硕士及以上,546,1,1,1,0,1,0,0,0,1578,1,1000,是,5415,7,544,7,1048,非常不满意,1063,6,6144,7,1052,1,1000,是,21097,7,537,7,1049,1,1000,7,6087,7,1040,完全没有变化，仍然相信,6104
309.0,谣言信息4展示,辟谣信息4a,15115,51-60岁,551,高中/中专,539,0,1,1,0,1,1,1,0,1936,1,1000,是,5427,6,552,6,1043,非常不满意,1049,6,6146,6,1037,1,1000,是,21088,6,544,6,1033,1,1000,6,6091,7,1049,完全没有变化，仍然相信,6099
339.0,谣言信息4展示,辟谣信息4a,13262,31-40岁,542,本科,552,0,0,0,1,1,1,0,0,1224,1,1000,是,5413,7,580,6,1051,非常不满意,1073,7,6180,7,1055,1,1000,是,21110,7,547,7,1047,1,1000,6,6124,7,1037,完全没有变化，仍然相信,6101
399.0,谣言信息4展示,辟谣信息4a,2442,41-50岁,276,高中/中专,808,0,1,0,1,0,0,0,0,1013,1,1000,是,2707,7,918,6,285,非常不满意,3993,7,3130,6,296,1,1000,是,1836,5,778,6,276,1,1000,5,1938,7,384,完全没有变化，仍然相信,1086
406.0,谣言信息4展示,辟谣信息4a,1236,31-40岁,261,本科,955,0,1,0,0,0,0,0,0,350,1,1000,否,3919,6,1065,5,313,非常不满意,1461,7,3142,5,254,1,1000,否,1932,5,300,6,346,1,1000,7,2373,5,271,观点发生明显变化，现在不太相信,1301
436.0,谣言信息4展示,辟谣信息4a,8706,18-30岁,892,高中/中专,1262,0,1,0,0,0,0,0,0,1623,1,1000,是,17964,5,1141,6,669,非常不满意,2982,4,2741,6,656,1,1000,是,2315,4,435,5,942,1,1000,5,2314,5,435,完全没有变化，仍然相信,1695
453.0,谣言信息4展示,辟谣信息4a,1071,31-40岁,459,高中/中专,2254,0,0,1,0,0,0,0,0,1198,1,1000,是,6525,5,1484,4,447,非常不满意,1248,6,5264,4,306,1,1000,是,1509,5,2604,5,392,1,1000,4,2264,5,451,观点发生明显变化，现在不太相信,1994
466.0,谣言信息4展示,辟谣信息4a,1495,41-50岁,1868,高中/中专,4196,0,1,0,0,0,0,0,0,1548,1,1000,是,5051,5,3027,3,451,非常不满意,4300,4,3460,4,472,1,1000,否,1891,4,386,2,436,1,1000,4,2615,2,347,观点发生明显变化，现在不太相信,1413
505.0,谣言信息4展示,辟谣信息4a,7068,51-60岁,615,高中/中专,579,1,1,0,1,1,1,0,0,4906,1,1000,是,6189,3,606,3,1080,非常不满意,1081,3,5733,3,1078,1,1000,是,6187,3,597,4,1116,1,1000,5,6154,3,1106,,
532.0,谣言信息4展示,辟谣信息4a,19732,31-40岁,618,初中及以下,625,1,0,0,0,1,1,1,0,3876,1,1000,是,6244,5,592,5,1078,非常不满意,1079,4,5678,3,1085,1,1000,是,6195,2,621,2,1101,1,1000,5,6188,7,1079,完全改变观点，现在完全不相信,6199
556.0,谣言信息4展示,辟谣信息4a,19785,31-40岁,608,初中及以下,613,1,0,0,0,0,1,1,0,2756,1,1000,是,6212,7,615,1,1116,非常不满意,1078,3,5664,3,1079,1,1000,是,6187,2,628,3,1085,1,1000,2,6168,4,1091,观点发生明显变化，现在不太相信,6198
558.0,谣言信息4展示,辟谣信息4a,19692,18-30岁,611,本科,596,1,1,1,0,1,0,1,0,4916,1,1000,是,6224,5,582,5,1077,非常不满意,1099,4,5729,3,1130,1,1000,是,6214,4,603,1,1119,1,1000,3,6202,3,1116,完全改变观点，现在完全不相信,6156
623.0,谣言信息4展示,辟谣信息4a,19728,18-30岁,589,高中/中专,582,0,1,1,1,1,0,1,0,4846,1,1000,是,6196,2,578,4,1079,非常不满意,1066,2,5645,3,1117,1,1000,是,6153,4,575,2,1062,1,1000,1,6130,4,1062,,
633.0,谣言信息4展示,辟谣信息4a,19723,18-30岁,576,初中及以下,590,1,1,0,0,1,1,1,0,4853,1,1000,是,6181,3,599,3,1072,非常不满意,1068,4,5635,1,1092,1,1000,是,6185,3,567,3,1062,1,1000,2,6153,2,1096,,
683.0,谣言信息4展示,辟谣信息4a,19096,18-30岁,602,初中及以下,593,1,0,1,1,1,1,0,0,4898,1,1000,是,6211,6,642,6,1168,非常不满意,1075,6,5763,7,1125,1,1000,是,6171,7,577,7,1080,1,1000,7,6132,6,1077,完全改变观点，现在完全不相信,6167
721.0,谣言信息4展示,辟谣信息4a,19826,51-60岁,593,初中及以下,568,0,0,1,1,1,1,1,0,4900,1,1000,是,6186,5,583,5,1072,非常不满意,1067,5,5697,6,1078,1,1000,是,6144,3,573,4,1087,1,1000,5,6145,2,1067,观点发生明显变化，现在不太相信,6175
732.0,谣言信息4展示,辟谣信息4a,19169,60岁以上,589,本科,583,0,1,0,1,1,0,1,0,3799,1,1000,是,6247,5,581,3,1083,非常不满意,1071,2,5647,2,1066,1,1000,是,6173,1,580,2,1075,1,1000,3,6170,2,1087,完全没有变化，仍然相信,6152
736.0,谣言信息4展示,辟谣信息4a,19603,60岁以上,581,初中及以下,581,1,1,1,1,0,0,1,0,4930,1,1000,是,6270,6,579,6,1059,非常不满意,1060,6,5649,6,1084,1,1000,是,6181,6,577,6,1077,1,1000,6,6147,6,1092,完全改变观点，现在完全不相信,6161
743.0,谣言信息4展示,辟谣信息4a,19765,31-40岁,585,高中/中专,588,1,1,1,0,1,1,1,0,5943,1,1000,是,6209,6,587,6,1090,非常不满意,1060,6,5664,7,1077,1,1000,是,6171,6,572,6,1061,1,1000,6,6166,6,1069,完全改变观点，现在完全不相信,6167
746.0,谣言信息4展示,辟谣信息4a,19421,41-50岁,601,本科,580,0,1,1,1,0,0,0,0,2732,1,1000,是,6209,6,612,6,1077,非常不满意,1085,6,5648,6,1097,1,1000,是,6175,6,583,6,1070,1,1000,6,6128,7,1085,完全改变观点，现在完全不相信,6154
763.0,谣言信息4展示,辟谣信息4a,19208,31-40岁,590,高中/中专,574,0,0,1,1,1,1,0,0,3786,1,1000,是,6215,6,594,6,1074,非常不满意,1066,6,5668,6,1082,1,1000,是,6189,6,570,6,1076,1,1000,6,6129,6,1061,观点发生明显变化，现在不太相信,6152
791.0,谣言信息4展示,辟谣信息4a,19495,18-30岁,580,初中及以下,602,0,0,1,1,1,1,1,0,4878,1,1000,是,6199,7,572,6,1060,非常不满意,1089,7,5673,6,1060,1,1000,是,6176,7,560,7,1081,1,1000,7,6164,7,1082,完全改变观点，现在完全不相信,6162
803.0,谣言信息4展示,辟谣信息4a,19925,18-30岁,602,本科,584,1,0,0,0,1,1,1,0,3832,1,1000,是,6249,6,574,6,1058,非常不满意,1076,6,5668,7,1084,1,1000,是,6141,6,557,6,1060,1,1000,6,6215,6,1062,有些动摇，但仍倾向相信,6156
813.0,谣言信息4展示,辟谣信息4a,19513,31-40岁,609,本科,595,0,1,0,1,0,1,1,0,3790,1,1000,是,6161,1,585,2,1078,非常不满意,1101,5,5660,5,1063,1,1000,是,6175,3,572,4,1086,1,1000,4,6148,4,1092,,
815.0,谣言信息4展示,辟谣信息4a,19720,51-60岁,613,硕士及以上,602,0,1,0,1,1,0,0,0,2754,1,1000,是,6224,6,597,6,1080,非常不满意,1082,6,5701,6,1075,1,1000,是,6174,7,592,6,1085,1,1000,7,6147,6,1086,有些动摇，但仍倾向相信,6141
842.0,谣言信息4展示,辟谣信息4a,19187,18-30岁,599,硕士及以上,600,0,1,1,1,1,1,1,0,6018,1,1000,是,6211,5,587,5,1071,非常不满意,1073,5,5662,4,1074,1,1000,是,6145,3,587,3,1088,1,1000,5,6168,5,1071,完全改变观点，现在完全不相信,6157
